cluster_id,text,count,sustainability_class
559,Insecticide resistance management,1475,NS
560,Selection and distribution of disease-resistant crop varieties,1148,S
561,Implementation of integrated pest management,1527,S
562,Programming of the master plan of urban development,892,NS
563,Planning and managing flood control reservoirs,967,NS
564,Adoption of a program of land reclamation,356,NS
565,Infrastructure investment to improve digital inclusion efforts in rural areas.,1455,S
566,Implementation of pheromone-based mass trapping to control Red Palm Weevil (RPW) population at Rhu Tapai Agricultural Station,652,NR
567,Preventive measures to control phytosanitary conditions,590,S
568,Enhancing social security systems,730,NS
569,International policy framework promoting active ageing.,930,NR
570,Tax exemptions for farmers,278,NS
571,Increasing investment in agricultural research and development,1095,S
572,Improving farmers’ access to credit,830,S
573,Improving market linkages for farmers,625,S
574,Improving the use of organic fertilizer proportion,1216,S
575,WHO air quality standards for PM2.5 and PM10 concentrations,1400,S
576,National action plan of air pollution control,577,NS
577,Regulating industrial emissions,816,NS
578,Region-specific interventions based on targeted understanding of pollution sources and variations,777,S
579,Improving access to modern farming techniques to enhance productivity and sustainability,979,S
580,Better interdisciplinary cooperation among healthcare professionals,734,NR
581,Iterative planning process for implementation strategies,533,S
582,Implementing community education initiatives to promote conservation awareness.,998,S
583,Development of regional benefit-sharing provisions and mechanisms for ABS,398,S
584,Community-based approach to reduce livestock losses to large-bodied carnivores.,1158,NS
585,Implementation of measures to increase the perception of safety in residential areas,534,NR
586,Enhancing government policies on police welfare,1039,NR
587,Involvement of stakeholders in the land-use planning process,395,S
588,Optimizing the scale and layout of existing parks,444,S
589,Establishment and management of Kahuzi-Biega National Park,297,NS
590,Wildlife-friendly land-use strategies,107,NS
591,Hunting prohibitions in conservation areas,1323,NS
592,Construction of suitable wildlife crossings to mitigate roadkill effects,930,S
593,Management plan elaboration for the protected area,891,NS
594,Community participation in the management of protected areas,773,NS
595,Proper land use planning,730,NS
596,Awareness campaigns for public education.,1545,S
597,Intensive anti-poaching patrols and law enforcement,632,S
598,Creation of buffer zones between protected areas and human settlements,433,S
599,Consider location-specific livelihood assistance during the resettlement process,1362,S
600,Establishing elephant-proof fences to mitigate human-elephant conflict.,911,NS
601,Building ecological corridors to establish connectivity between habitats,1651,S
602,Enhancing public awareness and education on environmental sustainability.,1587,S
603,Community-based management of resources,926,S
604,Land management practices in protected areas to mitigate adverse impacts of rapid land use and cover changes,21,S
605,ISO 9869 standard method and its extension,497,PS
606,National fortification programs to reduce micronutrient deficiencies,1397,NR
607,Training of workers to reduce food waste,2295,S
608,Dietary changes to reduce meat consumption,958,S
609,Strategies to improve access to healthy foods,1014,S
610,Development and planning of a whole-of-curriculum approach to student wellbeing,625,NR
611,Initiatives to measure well-being in the general population,1224,NR
612,Implementing student-centered learning approaches,527,NR
613,Development of a non-punitive discipline response,501,NR
614,Improving supervision and monitoring,438,S
615,Implementing a varied academic achievement assessment system,414,NR
616,Creating a supportive and inclusive school environment,669,NR
617,Critical consideration of data privacy laws such as GDPR,785,NR
618,Further development of early education and care institutions,1290,NR
619,Strengthening the role of child protection agencies,1101,NR
620,Include emotional self-regulation training in educational policies to foster sustainable learning pathways,1059,NR
621,Involving the community in healthcare strategies,534,NR
622,Health education and awareness creation,877,PS
623,Government expenditure in health,1154,NS
624,Facilitating an enabling environment by GOs and NGOs,1146,S
625,PASEO intervention for people living with HIV,2019,NR
626,Socioeconomic development strategies of the Russian Federation,144,S
627,Incorporating health education and promotion into the school curriculum,1196,NR
628,Intensifying health promotion initiatives,723,NR
629,Creating targeted programs for young people to address youth unemployment,766,NR
630,Meaningful youth participation as a central ethos of an organisation undertaking programs targeting young people,1125,PS
631,Promoting students' self-esteem through educational programs and awareness campaigns.,249,NR
632,Parental education and community-level interventions,56,NR
633,Educational interventions involving peer educators,151,PS
634,Strengthening community-based health education programs,268,NR
635,Control of non-point source pollution,575,S
636,WHO regulations for drinking water quality,1860,NS
637,Anaerobic digestion of food and feed waste,633,S
638,Targeted treatment strategy for parasite control,916,S
639,Improved biosecurity measures to control disease outbreaks.,1550,S
640,Encouraging sustainable composting and use of organic manure as fertilizer,1321,S
641,Manager support in decision-making,398,S
642,Current regulations on wastewater treatment,1151,NS
643,Development and application of scientifically based methods for multi-criteria decision making,797,S
644,Strengthening wastewater treatment infrastructure,1658,NS
645,Regular monitoring of the species numbers using robust sampling approaches,584,S
646,Updated National Land Cover based on recent satellite imagery,1620,S
