Sector,Theme,Keywords, OpenAlex_Article_Count,to_suppress
Trade,Consumer / Cultural Issues (demand-side),Cultural Influence,"  83 152,00 ",y
Sufficiency ,Environmental barriers/challenges,water scarcity,"  82 915,00 ",
Sufficiency ,Environmental advantages/benefits,climate change mitigation,"  82 407,00 ",
Trade,Environmental and Resource Use,Climate Change Mitigation,"  82 407,00 ",y
Mobility,Mobility leasure,tourist destination,"  82 309,00 ",
Housing,Energy/resource/emissions,building energy,"  81 972,00 ",
Sufficiency ,Planetary boundaries,anthropocene,"  81 888,00 ",
Sufficiency ,Policies,food policy,"  81 809,00 ",y
Food,Food,food policies,"  81 809,00 ",
Food,Soil health and soil management,agroforestry,"  81 642,00 ",
Sufficiency ,Social impact (general),food waste,"  81 401,00 ",y
Trade,Food & Nutrition,Food Waste,"  81 401,00 ",
Sufficiency ,economic,market access,"  81 310,00 ",y
Trade,Power Dynamics and Trade,Market Access,"  81 310,00 ",
Sufficiency ,Drivers of production,product-as-a-service,"  80 539,00 ",
Sufficiency ,Well-being,healthy life,"  80 335,00 ",
Sufficiency ,Trade,global trade,"  78 867,00 ",
Trade,Consumer / Cultural Issues (demand-side),Consumer Protection,"  78 653,00 ",
Trade,Crisis Management,energy security,"  77 459,00 ",
Logistic,Logistic,nearshoring,"  77 280,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Sustainable urbanism,"  76 887,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Land use planning,"  76 699,00 ",
Logistic,Logistic,digital twin,"  76 482,00 ",
Trade,Incentives & Behavioral Shifts,consumer behaviour,"  75 795,00 ",
Mobility,Mobility safety,road safety,"  75 672,00 ",
Sufficiency ,Drivers of production,delivery as a service,"  73 941,00 ",
Trade,Power Dynamics and Trade,Geopolitics,"  73 914,00 ",
Sufficiency ,General,economic incentives,"  73 898,00 ",y
Trade,Competitiveness,Sustainable competitiveness,"  73 866,00 ",
Sufficiency ,Adaptation,climate change adaptation,"  73 830,00 ",
Sufficiency ,Accessibility,Racial discrimination,"  72 771,00 ",
Trade,Food & Nutrition,Veganism,"  72 768,00 ",
Sufficiency ,Well-being,human well-being,"  71 641,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Environmental impact assessment,"  71 371,00 ",
Mobility,Urban environment,urban design,"  71 211,00 ",
Sufficiency ,Accessibility,Technology acceptance model,"  70 950,00 ",y
Sufficiency ,General challenges/barriers,resistance to change,"  70 734,00 ",
Trade,Environmental and Resource Use,Ecological Impact,"  70 594,00 ",
Sufficiency ,International initiatives impact on local sufficiency,International Organisation,"  70 267,00 ",
Housing,Buildings and their Attributes,housing market,"  69 425,00 ",
Sufficiency ,Well-being,social well-being,"  69 380,00 ",
Sufficiency ,Practice,everyday practice,"  68 848,00 ",
Sufficiency ,Drivers of production,second hand,"  68 828,00 ",
Digitalisation,Democracy,Freedom of expression,"  68 752,00 ",
Sufficiency ,Lifestyle,household size,"  68 533,00 ",
Sufficiency ,Environmental barriers/challenges,land degradation,"  68 225,00 ",
Housing,Planning Buildings,building design,"  68 035,00 ",
Sufficiency ,Political Make-up & Governance,political stability,"  67 988,00 ",
Logistic,Logistic policies,World Trade Organization,"  67 738,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban growth,"  67 654,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,venture capital,"  67 484,00 ",
Trade,Environmental and Resource Use,Climate Impact,"  66 918,00 ",y
Digitalisation,Energy consumption limits,climate impact,"  66 918,00 ",
Sufficiency ,Policies,land use policies,"  65 938,00 ",y
Sufficiency ,Resource,land use policy,"  65 938,00 ",y
Urban settlements ,Construction of sustainable urban infrastructure,Land-use policies,"  65 938,00 ",
Housing,Building Sector Policies and Measures,land-use policy,"  65 938,00 ",y
Sufficiency ,Resource conservation,material flow,"  65 555,00 ",
Trade,Environmental and Resource Use,Material Flows,"  65 555,00 ",y
Food,Interventions,nutrition intervention,"  65 492,00 ",
Food,Interventions,nutrition interventions,"  65 492,00 ",y
Trade,Incentives & Behavioral Shifts,investment strategies,"  64 876,00 ",
Sufficiency ,Policies,climate policy,"  64 577,00 ",
Sufficiency ,Well-being,HDI,"  64 573,00 ",
Sufficiency ,Accessibility,assistive technology,"  64 549,00 ",
Trade,Food & Nutrition,Hydroponic,"  64 445,00 ",
Sufficiency ,Political Make-up & Governance,left-wing,"  64 309,00 ",y
Sufficiency ,Political Make-up & Governance,left wing,"  64 309,00 ",
Mobility,"Infrastructure, planning, policy",transport infrastructure,"  64 287,00 ",
Food,Soil health and soil management,soil conservation,"  64 244,00 ",
Trade,Crisis Management,financial crises,"  64 160,00 ",
Sufficiency ,Environmental barriers/challenges,biodiversity loss,"  63 841,00 ",
Trade,Environmental and Resource Use,Biodiversity Loss,"  63 841,00 ",y
Sufficiency ,Resource conservation,decarbonization,"  63 803,00 ",
Digitalisation,Democracy,Cyber attacks,"  63 320,00 ",
Sufficiency ,Political Make-up & Governance,neo-liberal,"  63 094,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Stakeholder Engagement,"  62 962,00 ",
Sufficiency ,Desired features/ characteristics,organic farming,"  62 496,00 ",
Sufficiency ,Social and Economic Sustainability Goals,economic transformation,"  62 395,00 ",
Trade,Environmental and Resource Use,Natural Resource Management,"  62 201,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,microfinance,"  62 068,00 ",
Digitalisation,Blockchain,Cryptocurrency,"  61 403,00 ",
Sufficiency ,Political Make-up & Governance,citizen participation,"  60 575,00 ",
Sufficiency ,Technology and Data in Urban Development,citizen participation,"  60 575,00 ",y
Mobility,Traffic,road transport,"  60 026,00 ",
Mobility,Private vehicle,passenger car,"  59 816,00 ",
Logistic,Logistic policies,TSIs,"  59 475,00 ",
Digitalisation,Blockchain,bitcoin,"  59 202,00 ",
Food,Biodiversity and pest management,integrated pest management,"  58 978,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,New Urbanism,"  58 904,00 ",
Trade,Consumer / Cultural Issues (demand-side),Consumer Choices,"  58 769,00 ",
Sufficiency ,Drivers of production,local production,"  58 619,00 ",y
Trade,Power Dynamics and Trade,Local Production,"  58 619,00 ",
Food,Biodiversity and pest management,intercropping,"  58 519,00 ",
Trade,Power Dynamics and Trade,Industrial Policy,"  58 400,00 ",
Sufficiency ,Technology and Data in Urban Development,predictive analytic,"  57 469,00 ",
Logistic,Logistic,predictive analytics,"  57 469,00 ",y
Logistic,Logistic,inventory management,"  56 734,00 ",
Mobility,Traffic,speed limit,"  56 643,00 ",
Food,Practices,nutrition research,"  56 630,00 ",
Trade,Power Dynamics and Trade,Structural Adjustment,"  56 364,00 ",
Sufficiency ,Desired features/ characteristics,soil health,"  55 344,00 ",
Sufficiency ,Public engagement,Public engagement,"  54 793,00 ",
Sufficiency ,Well-being,Human Development Index,"  54 780,00 ",
Mobility,Transport system,transport sector,"  54 454,00 ",
Sufficiency ,Needs,energy need,"  54 274,00 ",
Housing,Buildings and their Attributes,public building,"  53 946,00 ",
Sufficiency ,Technology and Data in Urban Development,state intervention,"  53 813,00 ",
Trade,Power Dynamics and Trade,Trade Liberalization,"  53 592,00 ",
Food,Soil health and soil management,cover cropping,"  53 555,00 ",
Digitalisation,Blockchain,DLT,"  53 472,00 ",
Trade,Power Dynamics and Trade,Power Imbalance,"  52 966,00 ",
Sufficiency ,Social and Economic Sustainability Goals,communities of care,"  52 908,00 ",
Digitalisation,Artificial Intelligence/Machine Learning (AI/ML),Federated Learning,"  52 789,00 ",
Sufficiency ,Social,social sustainability,"  52 580,00 ",
Digitalisation,Artificial Intelligence/Machine Learning (AI/ML),Generative AI,"  52 318,00 ",
Sufficiency ,Social and Economic Sustainability Goals,economic sustainability,"  52 020,00 ",
Sufficiency ,Justice,environmental justice,"  51 848,00 ",
Trade,Environmental and Resource Use,Environmental Justice,"  51 848,00 ",y
Sufficiency ,International initiatives impact on local sufficiency,World Bank Group,"  51 753,00 ",y
Urban settlements ,Urban form and morphology,Technical efficiency,"  51 369,00 ",
Food,Food,food preparation,"  51 158,00 ",
Digitalisation,Artificial Intelligence/Machine Learning (AI/ML),Model Optimization,"  51 080,00 ",y
Sufficiency ,International initiatives impact on local sufficiency,Social Innovation,"  50 943,00 ",y
Sufficiency ,Social,social innovation,"  50 943,00 ",
Housing,Building Sector Policies and Measures,social innovation,"  50 943,00 ",y
Food,Soil health and soil management,soil testing,"  50 942,00 ",
Sufficiency ,Environmental impact (general),green building,"  50 768,00 ",
Sufficiency ,Technology and Data in Urban Development,green building,"  50 768,00 ",y
Trade,Innovation / Technology,appropriate technology,"  50 477,00 ",
Sufficiency ,Political Make-up & Governance,party system,"  49 909,00 ",
Sufficiency ,Political Make-up & Governance,institution capacity,"  49 736,00 ",y
Trade,Power Dynamics and Trade,Consumer Markets,"  48 998,00 ",
Digitalisation,Infrastructure,Fourth Industrial Revolution,"  48 931,00 ",
Digitalisation,Blockchain,smart contracts,"  48 885,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",citizen science,"  48 672,00 ",
Sufficiency ,General,systemic change,"  48 432,00 ",
Food,Practices,impact evaluation,"  48 389,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Community Empowerment,"  48 313,00 ",
Trade,Environmental and Resource Use,Recycled Materials,"  48 223,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",advocacy group,"  48 092,00 ",
Sufficiency ,Gender,Gender discriminations,"  48 033,00 ",
Housing,Building Sector Policies and Measures,property tax,"  47 833,00 ",
Trade,Industrial Policy,government subsidies,"  47 281,00 ",
Food,Diet,dietary change,"  46 670,00 ",
Food,Diet,dietary changes,"  46 670,00 ",y
Sufficiency ,Technology and Data in Urban Development,legislative framework,"  46 654,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Regional Integration,"  46 466,00 ",
Sufficiency ,International initiatives impact on local sufficiency,United Nations Development Programme,"  46 462,00 ",y
Sufficiency ,General advantages/benefits,resource efficiency,"  46 302,00 ",y
Trade,Competitiveness,Resource efficiency,"  46 302,00 ",y
Trade,Environmental and Resource Use,Resource Efficiency,"  46 302,00 ",
Trade,Consumer / Cultural Issues (demand-side),Local Sourcing,"  45 878,00 ",
Trade,Industrial Policy,Innovation Policy,"  45 844,00 ",
Urban settlements ,Urban form and morphology,Spatial attention,"  45 642,00 ",
Mobility,Mobility safety,vehicle accident,"  45 443,00 ",
Sufficiency ,Social,social vulnerability,"  44 942,00 ",
Digitalisation,Artificial Intelligence/Machine Learning (AI/ML),Semi-supervised Learning,"  44 583,00 ",
Trade,Power Dynamics and Trade,Protectionism,"  44 335,00 ",y
Trade,Global Competitiveness,protectionism,"  44 335,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Peacekeeping,"  44 155,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Built-up area,"  44 011,00 ",
Sufficiency ,Planetary boundaries,planetary boundary,"  43 653,00 ",
Trade,Power Dynamics and Trade,Global Supply Chains,"  43 381,00 ",
Sufficiency ,Environmental impact (general),carbon neutrality,"  43 366,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",CBO,"  42 980,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban form,"  42 861,00 ",
Housing,Planning Buildings,urban form,"  42 861,00 ",y
Mobility,Urban environment,urban form,"  42 861,00 ",y
Sufficiency ,Drivers of production,digital service,"  42 857,00 ",
Housing,Buildings and their Attributes,housing unit,"  42 475,00 ",
Mobility,"Infrastructure, planning, policy",transport policy,"  42 371,00 ",
Sufficiency ,Accessibility,Digital Skills,"  42 254,00 ",
Digitalisation,Digital Literacy,Digital skills,"  42 254,00 ",y
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",social enterprise,"  42 222,00 ",
Sufficiency ,Social,socio-economic impact,"  42 124,00 ",
Sufficiency ,Accessibility,Racial identity,"  42 079,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban sprawl,"  42 048,00 ",
Digitalisation,Affordability,Cost Control,"  42 044,00 ",y
Sufficiency ,Social and Economic Sustainability Goals,care communities,"  41 841,00 ",
Trade,Consumer / Cultural Issues (demand-side),Consumption Behavior,"  41 834,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",social equity,"  41 604,00 ",y
Sufficiency ,Social,social equity,"  41 604,00 ",
Sufficiency ,Energy policies,low energy consumption,"  41 581,00 ",
Sufficiency ,Needs,human need,"  41 521,00 ",
Trade,Power Dynamics and Trade,Trade Barriers,"  41 086,00 ",
Digitalisation,Material Footprint and E-Waste,cloud storage,"  41 070,00 ",
Sufficiency ,Urban inequalities,gentrification,"  40 782,00 ",
Housing,Building Sector Policies and Measures,housing policy,"  40 628,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban expansion,"  40 383,00 ",
Mobility,Urbanism,urban expansion,"  40 383,00 ",y
Food,Diet,dietary guidelines,"  40 087,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Habitat fragmentation,"  39 993,00 ",
Trade,Power Dynamics and Trade,Environmental Standards,"  39 665,00 ",
Trade,trade,fair trade,"  38 624,00 ",
Trade,Power Dynamics and Trade,Fair Trade,"  38 624,00 ",y
